time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010510349642	127.757	13.3177	3.02631	0.51803	0.410837	radar	1.10167	127.506	13.153	127.609	13.2365	2.44434	0.495787
1477010511349642	129.956	13.7155	2.32871	0.246586	-0.0194107	lidar	0.995334	129.947	13.6963	130.042	13.7853	2.50232	0.621879
1477010511349642	130.035	13.7265	2.5213	0.224824	-0.0441135	radar	1.36074	130.334	13.781	130.042	13.7853	2.50232	0.621879
1477010512349642	132.088	14.5033	2.66527	0.363752	0.0720454	lidar	0.069078	132.092	14.507	132.53	14.458	2.55028	0.74543
1477010512349642	132.157	14.5092	2.82005	0.342202	0.0438537	radar	1.05192	132.447	14.3423	132.53	14.458	2.55028	0.74543
1477010513349642	135.044	15.0459	3.48082	-0.0136329	-0.211257	lidar	1.08523	135.074	15.0475	135.066	15.2513	2.58865	0.863795
1477010513349642	135.038	15.0345	2.99265	-0.0826375	-0.306071	radar	0.662946	135.127	14.6575	135.066	15.2513	2.58865	0.863795
1477010514349642	137.559	16.1993	2.85945	0.634427	0.345618	lidar	1.22685	137.561	16.2147	137.639	16.1592	2.61821	0.974442
1477010514349642	137.588	16.192	3.22362	0.531812	0.189596	radar	0.426745	137.653	16.5145	137.639	16.1592	2.61821	0.974442
1477010515349642	140.321	17.0127	3.19584	0.195236	-0.156122	lidar	0.485823	140.331	17.008	140.242	17.1733	2.63994	1.07503
1477010515349642	140.324	17.01	3.09952	0.199209	-0.146753	radar	0.0837897	140.305	17.5379	140.242	17.1733	2.63994	1.07503
1477010516349642	142.886	17.9866	3.22404	0.392089	0.0714148	lidar	0.157169	142.888	17.9918	142.868	18.2829	2.65497	1.16346
1477010516349642	142.838	17.9816	3.13928	0.402396	0.0859735	radar	0.514073	142.626	18.1458	142.868	18.2829	2.65497	1.16346
1477010517349642	145.382	19.1593	3.40277	0.40199	0.0293771	lidar	0.139192	145.392	19.1617	145.51	19.4754	2.66445	1.23795
1477010517349642	145.457	19.1702	3.29418	0.419214	0.083332	radar	1.78904	145.789	19.3785	145.51	19.4754	2.66445	1.23795
1477010518349642	148.235	20.471	3.70719	0.394658	0.0122045	lidar	0.331789	148.251	20.4754	148.163	20.7364	2.66951	1.29702
1477010518349642	148.214	20.4706	3.28195	0.474726	0.161672	radar	0.546298	148.146	20.9376	148.163	20.7364	2.66951	1.29702
1477010519349642	150.676	22.1096	3.58259	0.617263	0.147624	lidar	0.151925	150.686	22.1142	150.825	22.0502	2.67111	1.33953
1477010519349642	150.662	22.1075	3.56247	0.622912	0.154692	radar	0.0464425	150.649	21.8148	150.825	22.0502	2.67111	1.33953
1477010520349642	153.414	23.4931	3.52265	0.397119	-0.0889564	lidar	0.268001	153.422	23.4909	153.491	23.3999	2.66999	1.3647
1477010520349642	153.393	23.4843	3.2527	0.468902	0.029368	radar	0.328665	153.466	22.9115	153.491	23.3999	2.66999	1.3647
1477010521349642	156.036	24.8056	3.51887	0.406231	-0.0304464	lidar	0.154091	156.047	24.8084	156.159	24.7682	2.66666	1.37208
1477010521349642	156.024	24.8059	3.10151	0.469548	0.0931096	radar	0.468968	156.009	25.0678	156.159	24.7682	2.66666	1.37208
1477010522349642	158.881	26.0245	3.69326	0.299507	-0.0784738	lidar	0.773813	158.905	26.0308	158.827	26.1372	2.66127	1.36157
1477010522349642	158.899	26.0254	3.38105	0.320358	-0.0234147	radar	0.545126	159.014	26.1903	158.827	26.1372	2.66127	1.36157
1477010523349642	161.411	27.4222	3.46874	0.538386	0.130239	lidar	0.0746861	161.412	27.4256	161.493	27.4891	2.65371	1.33344
1477010523349642	161.441	27.4321	3.24032	0.587848	0.2213	radar	0.458974	161.529	27.8454	161.493	27.4891	2.65371	1.33344
1477010524349642	163.625	28.7728	3.07508	0.549464	0.0552862	lidar	0.100624	163.625	28.7683	164.155	28.8064	2.64354	1.28825
1477010524349642	163.735	28.7909	3.1763	0.529929	0.047887	radar	2.99729	164.116	29.315	164.155	28.8064	2.64354	1.28825
1477010525349642	166.792	30.1951	4.05398	0.292944	-0.139055	lidar	1.42662	166.828	30.2062	166.809	30.0721	2.63006	1.22694
1477010525349642	166.735	30.1765	3.36316	0.369065	0.000509646	radar	1.77676	166.748	29.7121	166.809	30.0721	2.63006	1.22694
1477010526349642	169.1	31.371	3.31929	0.449844	0.0669411	lidar	0.0201935	169.097	31.3717	169.452	31.2706	2.61238	1.15075
1477010526349642	169.123	31.3747	3.3407	0.454208	0.0641382	radar	0.150145	169.345	30.7063	169.452	31.2706	2.61238	1.15075
1477010527349642	172.148	32.3373	3.9764	0.152345	-0.2336	lidar	0.852559	172.175	32.3404	172.079	32.3873	2.58945	1.06126
1477010527349642	172.119	32.3145	3.69522	0.134898	-0.331495	radar	1.38023	172.135	32.6666	172.079	32.3873	2.58945	1.06126
1477010528349642	174.644	33.4559	3.67052	0.488205	0.103448	lidar	0.357016	174.643	33.4625	174.685	33.4095	2.56021	0.960341
1477010528349642	174.626	33.4608	3.14789	0.580675	0.229224	radar	0.434334	174.474	33.9157	174.685	33.4095	2.56021	0.960341
1477010529349642	177.028	34.2095	2.87796	0.251721	-0.130451	lidar	0.426317	177.03	34.2009	177.261	34.3262	2.52363	0.850119
1477010529349642	177.044	34.2082	2.7346	0.242991	-0.130364	radar	0.193549	177.211	33.8467	177.261	34.3262	2.52363	0.850119
1477010530349642	180.12	35.1358	3.46799	0.287795	-0.0188314	lidar	1.24776	180.145	35.1423	179.799	35.1289	2.47883	0.732949
1477010530349642	180.012	35.1188	2.84383	0.335509	0.0462109	radar	2.81184	179.543	35.4767	179.799	35.1289	2.47883	0.732949
1477010531349642	182.588	35.7533	3.11202	0.14915	-0.101541	lidar	0.240204	182.599	35.753	182.292	35.8114	2.42515	0.611338
1477010531349642	182.499	35.7341	2.71106	0.145402	-0.112744	radar	1.89443	182.047	36.2626	182.292	35.8114	2.42515	0.611338
1477010532349642	184.729	36.5087	2.81015	0.420506	0.13295	lidar	0.193404	184.732	36.5155	184.73	36.37	2.36226	0.487877
1477010532349642	184.729	36.5132	2.51743	0.462988	0.193737	radar	0.175947	184.833	36.1451	184.73	36.37	2.36226	0.487877
1477010533349642	186.934	36.9457	2.63382	0.0682989	-0.180307	lidar	0.475869	186.946	36.9404	187.103	36.804	2.29017	0.365145
1477010533349642	186.999	36.9563	2.62529	0.0370418	-0.207189	radar	1.13428	187.296	36.9375	187.103	36.804	2.29017	0.365145
1477010534349642	189.454	37.3979	2.90013	0.261689	0.0675395	lidar	0.391496	189.465	37.4052	189.401	37.1147	2.20928	0.245623
1477010534349642	189.481	37.4078	2.50171	0.312	0.117785	radar	0.69289	189.738	36.951	189.401	37.1147	2.20928	0.245623
1477010535349642	191.727	37.5693	2.63604	-0.0525049	-0.187996	lidar	0.308063	191.735	37.5631	191.615	37.3064	2.12037	0.131591
1477010535349642	191.699	37.5593	2.39954	-0.0848773	-0.236248	radar	0.252941	191.682	37.1147	191.615	37.3064	2.12037	0.131591
1477010536349642	193.475	37.2766	2.27675	-0.211257	-0.167589	lidar	0.032574	193.471	37.2789	193.738	37.3853	2.02462	0.0250452
1477010536349642	193.495	37.2807	2.30134	-0.204558	-0.162402	radar	0.102606	193.555	37.4234	193.738	37.3853	2.02462	0.0250452
1477010537349642	195.955	37.3927	3.01397	0.256304	0.232365	lidar	1.50198	195.991	37.3991	195.762	37.3598	1.92349	-0.072386
1477010537349642	195.834	37.398	2.29109	0.309239	0.313323	radar	3.29226	195.507	37.4891	195.762	37.3598	1.92349	-0.072386
1477010538349642	197.719	37.7349	2.35121	0.194376	0.0463352	lidar	0.205046	197.725	37.7285	197.683	37.2395	1.81869	-0.159495
1477010538349642	197.673	37.7245	2.07814	0.181308	0.03763	radar	0.529525	197.582	37.303	197.683	37.2395	1.81869	-0.159495
